px_R,px_L,x_R,x_L
1.7153e-25,2.9879e-25,3.782e+05,3.1795e+05
1.618e-24,9.9714e-25,3.9469e+05,3.0873e+05
-9.8345e-25,5.3945e-25,3.4276e+05,3.1339e+05
1.1364e-24,1.8247e-24,3.8908e+05,2.9219e+05
2.8136e-24,2.2404e-25,4.3022e+05,3.2932e+05
2.8052e-24,6.9567e-25,4.1758e+05,3.1121e+05
-5.2358e-25,1.0076e-24,3.649e+05,3.0857e+05
-7.3781e-25,1.867e-24,3.5568e+05,2.8832e+05
1.8563e-26,1.7695e-24,3.7456e+05,2.9424e+05
2.3514e-24,1.0105e-24,4.0664e+05,3.0852e+05
-1.6295e-25,1.6673e-24,3.7219e+05,2.9694e+05
2.4191e-25,1.2629e-24,3.7927e+05,3.0504e+05
-5.7146e-25,8.6198e-25,3.6206e+05,3.0903e+05
2.4435e-24,3.0822e-25,4.0872e+05,3.1698e+05
-5.6287e-25,1.7159e-25,3.6272e+05,3.2404e+05
-7.8539e-25,1.7492e-24,3.5034e+05,2.9491e+05
-2.6636e-25,9.7048e-25,3.7076e+05,3.0876e+05
-4.8077e-25,1.3208e-24,3.6553e+05,3.03e+05
-6.3183e-25,3.9766e-25,3.5934e+05,3.1558e+05
2.577e-25,1.9368e-25,3.786e+05,3.2764e+05
-8.7606e-25,5.383e-25,3.4607e+05,3.134e+05
2.4346e-25,1.6162e-24,3.7823e+05,2.9846e+05
2.6586e-24,1.8031e-24,4.1333e+05,2.8217e+05
-7.0667e-25,1.0983e-24,3.586e+05,2.5851e+05
2.6722e-24,3.051e-25,4.4425e+05,3.1678e+05
-2.5021e-24,1.716e-24,3.8145e+05,2.957e+05
-1.8533e-25,1.729e-24,3.7133e+05,2.9534e+05
-4.1053e-25,3.6926e-25,3.6666e+05,3.1633e+05
-9.6338e-25,1.0427e-24,3.4324e+05,3.0791e+05
2.7093e-25,8.4725e-25,3.7896e+05,3.0911e+05
-8.2353e-25,1.2265e-24,3.5176e+05,3.0599e+05
2.8305e-24,1.4474e-24,4.5037e+05,3.0051e+05
-7.0957e-25,1.7053e-24,3.5859e+05,2.9594e+05
-8.0761e-25,1.4458e-24,3.5154e+05,3.0053e+05
-5.508e-25,1.2463e-25,3.632e+05,3.2216e+05
2.6472e-24,1.3055e-25,4.4397e+05,3.2584e+05
-8.4771e-25,1.8334e-24,3.5118e+05,2.8465e+05
-9.721e-25,1.1267e-24,3.4303e+05,3.0712e+05
-7.9437e-25,3.1895e-25,3.5002e+05,3.1652e+05
2.3154e-24,1.1659e-24,4.0581e+05,3.0686e+05
2.1424e-24,1.0912e-24,4.0222e+05,3.0751e+05
-8.0376e-25,1.2484e-24,3.5146e+05,3.0544e+05
1.6244e-24,1.264e-24,3.9475e+05,3.0488e+05
2.7281e-24,2.8775e-25,4.4321e+05,3.175e+05
-8.2106e-25,1.8402e-24,3.5135e+05,2.8993e+05
7.5854e-25,2.4743e-25,3.8477e+05,3.1973e+05
2.4339e-25,1.2859e-25,3.7865e+05,3.2451e+05
-1.2833e-25,6.8558e-25,3.7203e+05,3.1133e+05
-7.3023e-25,1.1766e-24,3.5666e+05,3.0658e+05
-3.0879e-25,1.8472e-24,3.7005e+05,2.864e+05
6.5153e-25,1.3522e-25,3.8389e+05,3.2265e+05
-8.8045e-25,2.9943e-25,3.4922e+05,3.1658e+05
1.2226e-25,1.753e-25,3.7719e+05,3.2957e+05
3.9615e-25,1.8124e-24,3.9157e+05,2.922e+05
2.839e-24,1.2032e-24,4.3137e+05,3.0621e+05
-7.9629e-25,1.2112e-24,3.5201e+05,3.0606e+05
-9.0836e-25,1.2843e-24,3.4602e+05,3.039e+05
-6.6773e-25,7.8946e-25,3.5342e+05,3.0993e+05
-4.334e-25,3.9141e-25,3.8513e+05,3.156e+05
1.2628e-25,1.2342e-24,3.7625e+05,3.0578e+05
2.3958e-25,3.737e-25,3.7819e+05,3.1571e+05
-4.7493e-25,7.8087e-25,3.6564e+05,3.1006e+05
-9.1272e-25,1.3928e-25,3.459e+05,3.2145e+05
-8.7657e-25,2.836e-25,3.465e+05,3.1675e+05
9.6548e-25,1.1356e-24,3.8674e+05,3.0697e+05
-8.7133e-25,1.1108e-25,3.4816e+05,3.2221e+05
-8.6736e-25,1.8183e-24,3.4969e+05,2.9096e+05
5.7959e-25,2.8344e-25,3.8288e+05,3.1747e+05
-8.8419e-25,1.3444e-25,3.4909e+05,3.2126e+05
2.8383e-24,1.1112e-24,4.5422e+05,3.0717e+05
2.3296e-26,2.2168e-25,3.7466e+05,3.2027e+05
9.9351e-25,1.5147e-25,3.8741e+05,3.2127e+05
8.4792e-25,1.5699e-25,3.9581e+05,3.2126e+05
-2.6082e-25,1.2605e-24,3.7079e+05,3.046e+05
-8.8239e-25,4.2053e-25,3.468e+05,3.1494e+05
2.2073e-25,4.3557e-25,3.7783e+05,3.1491e+05
2.8653e-24,1.3072e-24,4.4962e+05,3.0316e+05
2.299e-24,1.1604e-25,4.2214e+05,3.253e+05
2.3027e-24,1.8568e-25,4.2206e+05,3.2081e+05
1.802e-24,-4.3584e-25,3.9667e+05,2.3221e+05
2.2577e-24,-6.0066e-25,4.2104e+05,2.3031e+05
-9.5369e-25,4.7883e-25,3.4458e+05,3.1434e+05
-7.1049e-25,1.7369e-24,3.5209e+05,2.9492e+05
7.1079e-26,4.5898e-25,3.7584e+05,3.1447e+05
-9.2329e-25,4.6263e-25,3.4484e+05,3.1441e+05
2.8503e-24,9.6763e-25,4.5488e+05,3.0856e+05
-5.9712e-25,4.7145e-25,3.6236e+05,3.1426e+05
-4.8775e-25,2.8595e-25,3.6545e+05,3.1783e+05
9.5469e-26,2.8356e-25,3.7672e+05,3.1862e+05
-9.3125e-25,5.3406e-25,3.4503e+05,3.1341e+05
-8.6448e-25,1.231e-24,3.5092e+05,3.0553e+05
-4.6494e-25,-7.1627e-25,3.8467e+05,2.2907e+05
1.2998e-24,2.9234e-25,3.9115e+05,3.316e+05
3.0167e-24,1.8583e-24,4.4119e+05,2.884e+05
-1.5768e-24,6.8263e-25,3.7942e+05,3.1134e+05
-9.0782e-25,3.8102e-25,3.4613e+05,3.1527e+05
2.7669e-24,2.6052e-25,4.4472e+05,3.1886e+05
2.6506e-24,4.5615e-25,4.4399e+05,3.1434e+05
-6.4881e-25,1.3904e-24,3.606e+05,3.0174e+05
8.2361e-25,6.8328e-25,3.8544e+05,3.1133e+05
-1.0152e-24,6.3453e-25,3.4152e+05,3.1198e+05
-8.7236e-25,7.9548e-25,3.472e+05,3.0976e+05
3.0269e-24,1.1814e-24,4.4222e+05,3.0644e+05
-1.4894e-24,2.7736e-25,3.7964e+05,3.1752e+05
2.7607e-24,2.7874e-25,4.4431e+05,3.1761e+05
-3.4142e-24,6.0167e-25,3.9098e+05,3.1239e+05
2.6856e-24,2.7268e-25,4.5119e+05,3.1729e+05
2.6934e-24,2.7282e-25,4.4391e+05,3.173e+05
1.6114e-25,5.4487e-25,3.7684e+05,3.1311e+05
2.6657e-24,4.3056e-25,4.3801e+05,3.3347e+05
-1.0219e-24,1.2668e-24,3.4213e+05,3.0413e+05
-8.6939e-25,6.4092e-25,3.475e+05,3.1183e+05
8.0539e-25,1.4162e-24,4.7244e+05,3.0103e+05
-9.5734e-25,7.5598e-25,3.44e+05,3.1028e+05
-9.6808e-25,7.7721e-25,3.4411e+05,3.0993e+05
-7.4758e-25,1.0736e-25,4.6053e+05,3.2222e+05
-9.3622e-25,1.1649e-25,3.4101e+05,3.2565e+05
2.8744e-24,9.0493e-26,4.3573e+05,3.2179e+05
1.8672e-24,3.1895e-25,3.9805e+05,3.161e+05
2.7248e-25,1.9554e-25,4.6803e+05,3.2031e+05
-9.5076e-25,2.4742e-25,3.3825e+05,3.1692e+05
6.1745e-25,1.7451e-24,3.9352e+05,2.9436e+05
2.8113e-24,1.8095e-24,4.3018e+05,2.906e+05
2.5481e-24,2.5986e-25,4.3366e+05,3.1652e+05
2.8313e-24,4.7008e-25,4.3064e+05,3.1405e+05
2.8008e-24,1.8764e-25,4.296e+05,3.2049e+05
1.6995e-24,4.574e-25,3.9554e+05,3.1422e+05
1.8431e-24,8.2492e-25,4.0866e+05,3.0894e+05
9.8316e-25,8.6674e-25,3.9735e+05,3.0883e+05
2.9693e-24,3.7168e-25,4.3956e+05,3.1531e+05
1.6273e-24,1.4405e-24,4.0664e+05,2.6624e+05
-8.5656e-25,7.5726e-25,3.5053e+05,3.1011e+05
-8.631e-25,8.8544e-25,3.5008e+05,3.0881e+05
1.5371e-24,1.9942e-25,3.9389e+05,3.202e+05
-8.7745e-25,1.2508e-24,3.4714e+05,3.048e+05
-1.0326e-24,7.9533e-25,3.4216e+05,3.0932e+05
-1.4152e-24,1.6281e-24,3.7976e+05,2.9796e+05
-5.6801e-25,1.5379e-24,3.8439e+05,3.4312e+05
2.2993e-24,2.5279e-25,4.0596e+05,3.1639e+05
2.4722e-24,1.1176e-25,4.092e+05,3.2717e+05
1.9716e-24,1.298e-25,3.9987e+05,3.2861e+05
3.0097e-24,1.1544e-24,4.411e+05,3.0661e+05
6.3535e-25,1.1752e-24,3.8368e+05,3.0635e+05
2.8436e-24,1.0863e-24,4.546e+05,3.0731e+05
2.7637e-24,4.9403e-25,4.2847e+05,3.1368e+05
3.006e-24,2.3597e-25,4.4057e+05,3.1651e+05
-8.7804e-25,1.8836e-25,3.4727e+05,3.2044e+05
-8.9723e-25,1.1247e-24,3.4805e+05,3.0687e+05
-9.7395e-25,3.0375e-25,3.3778e+05,3.1601e+05
2.6469e-24,2.3545e-25,4.4096e+05,3.1647e+05
-9.6887e-25,1.366e-25,3.3789e+05,3.2705e+05
-8.9025e-25,2.9487e-25,3.3967e+05,3.1604e+05
-9.7183e-25,1.0095e-24,3.4076e+05,3.0783e+05
2.6446e-24,1.7407e-24,4.4379e+05,2.9437e+05
2.7839e-24,1.6492e-25,4.2632e+05,3.2084e+05
2.9928e-24,1.2261e-24,4.4427e+05,3.055e+05
-4.4945e-25,2.9302e-25,3.849e+05,3.3165e+05
2.3754e-25,1.6236e-25,3.7822e+05,3.2086e+05
-9.1775e-25,7.3676e-25,3.3934e+05,3.1039e+05
2.6969e-24,1.5614e-24,4.4368e+05,2.9914e+05
-1.2345e-24,5.5078e-25,3.3125e+05,3.3565e+05
5.8893e-25,1.3329e-24,3.8275e+05,3.0228e+05
-9.1332e-25,5.2216e-25,3.394e+05,3.3462e+05
-1.0479e-24,9.9232e-25,3.4181e+05,3.0801e+05
-1.0751e-24,9.3862e-25,3.3493e+05,3.0844e+05
2.836e-24,4.1585e-25,4.5433e+05,3.1462e+05
1.6804e-24,2.5467e-25,3.9538e+05,3.1618e+05
-8.909e-25,1.3349e-24,3.3915e+05,3.0218e+05
-3.1315e-24,8.2516e-26,4.0926e+05,3.2649e+05
1.4574e-24,4.5466e-25,3.9311e+05,3.1413e+05
-8.7515e-25,1.2519e-25,3.4992e+05,3.2274e+05
2.7455e-24,3.2885e-25,4.431e+05,3.1571e+05
2.7501e-24,1.5611e-24,4.4343e+05,3.4316e+05
-1.0854e-24,2.2947e-25,3.3465e+05,3.1623e+05
2.834e-24,1.6861e-25,4.3256e+05,3.2986e+05
2.9837e-24,5.7733e-25,4.4615e+05,3.1262e+05
2.8672e-24,6.8639e-25,4.3539e+05,3.1109e+05
2.8452e-24,2.7986e-25,4.1992e+05,3.1601e+05
1.2682e-24,1.1892e-25,3.907e+05,3.2661e+05
2.6553e-24,1.0466e-25,4.4394e+05,3.2539e+05
-9.5198e-25,8.3736e-25,3.3729e+05,3.0876e+05
3.0052e-24,9.8829e-26,4.4083e+05,3.2501e+05
-1.574e-24,1.8013e-24,3.8086e+05,2.9128e+05
2.3638e-24,9.8353e-26,4.0685e+05,3.211e+05
5.7268e-26,1.2046e-25,3.7561e+05,3.2632e+05
-4.4283e-26,1.3464e-24,3.7356e+05,3.0169e+05
2.639e-24,9.4177e-26,4.4362e+05,3.2593e+05
3.0052e-24,3.585e-25,4.4279e+05,3.1522e+05
8.106e-25,3.8134e-25,3.8531e+05,3.1492e+05
2.7876e-24,1.2177e-25,4.5172e+05,3.2268e+05
2.8342e-24,1.024e-25,4.3259e+05,3.2534e+05
2.9587e-24,4.7808e-25,4.3891e+05,3.3479e+05
2.4566e-24,5.7798e-25,4.2959e+05,3.1256e+05
2.6283e-24,1.446e-24,4.4328e+05,2.9996e+05
4.2354e-25,1.0352e-24,3.8093e+05,3.3963e+05
2.1766e-24,1.2146e-24,4.0272e+05,3.0551e+05
1.5876e-24,3.4895e-25,3.9442e+05,3.1533e+05
1.0694e-24,3.5189e-26,4.7525e+05,3.2356e+05
2.7633e-24,1.7922e-24,4.4429e+05,2.9217e+05
-8.8277e-25,6.918e-25,3.4125e+05,3.1094e+05
-9.2297e-25,4.1062e-25,3.3987e+05,3.3424e+05
1.159e-24,1.5644e-24,3.8924e+05,2.9896e+05
-1.1936e-24,2.2785e-25,3.3243e+05,3.1946e+05
-9.1109e-25,9.6146e-26,3.4144e+05,3.2436e+05
-2.0824e-25,2.1317e-25,3.7161e+05,3.1669e+05
3.0033e-24,2.0507e-25,4.411e+05,3.1605e+05
1.4496e-24,9.9979e-25,4.0399e+05,3.0788e+05
6.8482e-25,1.7092e-24,3.8461e+05,2.7825e+05
2.8346e-24,2.103e-25,4.3269e+05,3.1593e+05
1.2846e-24,4.0636e-26,3.9134e+05,3.2343e+05
1.5687e-24,6.7427e-26,3.9413e+05,3.2608e+05
-8.9167e-25,1.4481e-25,3.4939e+05,3.2091e+05
-5.8537e-25,2.4049e-25,3.6256e+05,3.1579e+05
2.6756e-24,3.6873e-25,4.3887e+05,3.3366e+05
-6.4395e-25,3.6584e-26,3.6132e+05,3.2342e+05
4.1327e-25,7.9974e-26,3.8085e+05,3.2428e+05
-8.1044e-25,3.3005e-25,3.4633e+05,3.1551e+05
9.297e-25,8.9628e-26,3.8659e+05,3.2436e+05
2.9342e-25,7.5921e-25,3.7982e+05,3.098e+05
-3.515e-25,7.7117e-25,3.6902e+05,3.095e+05
-6.6355e-25,3.0729e-25,3.6063e+05,3.1567e+05
2.7711e-24,4.6021e-25,4.5167e+05,3.3453e+05
-8.3793e-26,4.7316e-25,3.738e+05,3.3506e+05
1.936e-25,4.0333e-25,3.7745e+05,3.3375e+05
2.3485e-24,1.9542e-25,4.0706e+05,3.2012e+05
-9.951e-25,7.8298e-25,3.4072e+05,3.0916e+05
2.2442e-24,8.3849e-26,4.1746e+05,3.236e+05
-9.1225e-25,1.2738e-25,3.4847e+05,3.2878e+05
-1.3476e-24,3.1131e-25,3.2841e+05,3.1557e+05
2.3582e-25,1.3409e-24,3.7829e+05,3.0165e+05
7.2087e-26,2.5742e-25,3.7718e+05,3.1805e+05
2.2083e-24,5.6176e-25,4.166e+05,3.1269e+05
-2.2934e-25,9.6525e-25,3.7132e+05,3.081e+05
-6.5985e-25,1.8089e-24,3.6072e+05,2.8508e+05
2.2643e-24,2.4337e-26,4.1792e+05,3.2349e+05
-3.1028e-24,9.266e-25,4.1011e+05,3.0832e+05
2.9914e-24,2.3769e-25,4.4017e+05,3.1733e+05
2.2421e-24,9.0195e-26,4.1742e+05,3.2353e+05
1.7135e-24,3.312e-25,4.0741e+05,3.1526e+05
2.3447e-24,3.4145e-25,4.9497e+05,3.1489e+05
2.785e-24,3.6239e-25,4.5351e+05,3.1465e+05
2.8822e-24,3.2408e-25,4.3683e+05,3.3303e+05
-5.9585e-25,1.1138e-24,3.6226e+05,3.0681e+05
2.7697e-24,2.1062e-25,4.5168e+05,3.1976e+05
1.098e-24,1.1876e-25,4.7579e+05,3.2279e+05
-1.2138e-25,1.6725e-25,3.7216e+05,3.2064e+05
2.4338e-24,7.055e-26,4.0865e+05,3.2625e+05
2.5847e-24,1.5392e-24,4.3531e+05,2.9911e+05
-9.406e-25,3.9587e-25,3.491e+05,3.1454e+05
-1.0339e-24,4.3157e-25,3.4263e+05,3.1374e+05
-3.3566e-24,8.6816e-25,4.0036e+05,3.0844e+05
2.9572e-24,6.5159e-25,4.3854e+05,3.1146e+05
-1.066e-24,3.6753e-26,3.3514e+05,3.2502e+05
8.1922e-25,4.2421e-25,3.9545e+05,3.1379e+05
2.9904e-24,4.3826e-25,4.4037e+05,3.1401e+05
2.8006e-24,1.0727e-25,4.5113e+05,3.2757e+05
2.8029e-24,9.9589e-26,4.3003e+05,3.2337e+05
-6.9519e-25,5.902e-25,3.4999e+05,3.1232e+05
2.8403e-24,3.4009e-25,4.3329e+05,3.1485e+05
-9.0686e-25,4.67e-25,3.4779e+05,3.1342e+05
-9.4022e-25,3.7546e-25,3.4948e+05,3.3296e+05
2.6763e-24,4.8156e-26,4.5044e+05,3.2311e+05
8.2306e-25,3.5363e-25,4.726e+05,3.1468e+05
-9.5371e-25,2.178e-25,3.385e+05,3.196e+05
2.785e-24,2.9318e-26,4.5238e+05,3.2477e+05
-1.5323e-24,6.8028e-26,3.252e+05,3.2627e+05
-9.9185e-25,3.1344e-25,3.3764e+05,3.3296e+05
-1.4168e-25,1.2835e-24,3.7246e+05,3.4165e+05
2.906e-24,1.2624e-24,4.3701e+05,3.033e+05
2.7554e-24,4.6367e-25,4.434e+05,3.3407e+05
2.7747e-24,4.6282e-25,4.5205e+05,3.1358e+05
1.9268e-24,2.4747e-25,4.0946e+05,3.1548e+05
2.6327e-24,4.7482e-25,4.4335e+05,3.1352e+05
-2.0408e-24,4.8986e-26,3.1733e+05,3.2572e+05
-1.3607e-24,2.1732e-25,4.5401e+05,3.1691e+05
2.8151e-24,1.7376e-26,4.5355e+05,3.2421e+05
2.2077e-24,3.4303e-25,4.0389e+05,3.3265e+05
-3.1704e-25,3.6782e-25,3.7e+05,3.1449e+05
2.9729e-24,9.9203e-25,4.3992e+05,3.0775e+05
2.9239e-24,6.3749e-26,4.4819e+05,3.2136e+05
1.8419e-24,1.6105e-25,3.9731e+05,3.301e+05
6.6937e-25,1.7553e-25,3.8378e+05,3.3031e+05
-1.0666e-24,6.4694e-26,3.3465e+05,3.262e+05
2.6595e-24,6.057e-25,4.3762e+05,3.1207e+05
-8.6903e-25,3.097e-25,4.5949e+05,3.3195e+05
5.5137e-25,1.4734e-26,3.8318e+05,3.243e+05
6.4957e-25,2.1991e-25,3.8466e+05,3.1953e+05
4.9548e-25,1.4986e-25,3.824e+05,3.2972e+05
-1.6148e-24,6.3632e-25,3.7967e+05,3.116e+05
2.8596e-24,7.0728e-25,4.496e+05,3.103e+05
2.3116e-24,9.2716e-25,4.2157e+05,3.082e+05
1.664e-24,4.4331e-25,4.0693e+05,3.1348e+05
-1.4895e-24,3.3051e-25,4.5197e+05,3.1488e+05
-2.5664e-24,2.361e-25,3.8185e+05,3.1916e+05
-1.4995e-24,1.1541e-25,3.7955e+05,3.2087e+05
1.7742e-24,6.9824e-25,4.0798e+05,3.1064e+05
2.3349e-24,3.8104e-25,4.0683e+05,3.1426e+05
2.0096e-24,8.1489e-26,4.1045e+05,3.2092e+05
-9.5749e-25,9.2963e-26,3.4551e+05,3.2269e+05
-3.7834e-25,6.9747e-25,3.8517e+05,3.1043e+05
8.4932e-25,1.8071e-25,3.9577e+05,3.305e+05
2.7808e-24,5.8231e-26,4.2557e+05,3.2208e+05
-7.1043e-25,1.2086e-25,3.5926e+05,3.2906e+05
2.6714e-24,5.7265e-26,4.4389e+05,3.2134e+05
2.7734e-24,2.2303e-24,4.2608e+05,3.5241e+05
5.7859e-25,2.5412e-25,3.8248e+05,3.1843e+05
1.5227e-24,7.9336e-26,4.0524e+05,3.2232e+05
2.8121e-24,9.9219e-26,4.5055e+05,3.2086e+05
-8.5116e-25,1.1376e-26,4.5966e+05,3.2436e+05
-7.2143e-25,8.6403e-27,3.5881e+05,3.2279e+05
-3.0972e-24,9.6506e-25,3.0256e+05,3.0789e+05
-1.4066e-24,2.3321e-26,3.7972e+05,3.21e+05
-5.1417e-25,4.0783e-26,3.8435e+05,3.2262e+05
2.2964e-24,2.9394e-25,4.2177e+05,3.3264e+05
2.8925e-24,7.9963e-25,4.3665e+05,3.0852e+05
-7.0558e-25,6.9808e-26,3.6003e+05,3.2204e+05
2.9708e-24,3.2455e-26,4.4693e+05,3.2125e+05
-3.0115e-24,1.9709e-26,4.1409e+05,3.2051e+05
3.366e-25,1.2681e-27,3.9103e+05,3.2474e+05
9.1845e-25,7.7269e-26,4.7344e+05,3.2669e+05
2.0752e-25,5.6163e-26,3.9001e+05,3.2144e+05
3.7103e-25,3.252e-26,3.8109e+05,3.2156e+05
2.2332e-24,2.1471e-25,4.1712e+05,3.1553e+05
6.2143e-25,2.2076e-25,3.843e+05,3.1704e+05
2.7747e-24,3.966e-25,4.2931e+05,3.1398e+05
-5.956e-25,1.9582e-25,3.8418e+05,3.1566e+05
-2.9707e-24,3.3202e-26,2.6322e+05,3.2565e+05
-2.9823e-24,1.559e-26,2.6282e+05,3.2498e+05
-3.0128e-24,1.3179e-27,2.6518e+05,3.2373e+05
-1.1194e-24,1.6253e-25,3.2682e+05,3.2056e+05
2.4465e-25,5.7549e-26,3.465e+05,3.2157e+05
-3.0193e-24,3.0882e-26,2.6513e+05,3.2153e+05
-7.7706e-26,3.0946e-26,3.385e+05,3.256e+05
1.5114e-25,7.6419e-26,3.5244e+05,3.2806e+05
1.5204e-24,4.2207e-26,3.7785e+05,3.2257e+05
-3.0406e-24,-1.2579e-26,2.6467e+05,3.2372e+05
-3.2182e-24,9.7241e-25,2.7856e+05,3.0778e+05
-1.0657e-26,5.9462e-26,3.3935e+05,3.2091e+05
-3.1944e-24,-1.0534e-26,2.9327e+05,3.2376e+05
-2.8453e-24,4.9792e-25,3.0365e+05,3.3536e+05
1.863e-24,1.6651e-24,3.8159e+05,3.4455e+05
-3.0508e-24,2.5177e-26,2.6546e+05,3.2263e+05
-2.7468e-24,6.2597e-25,3.0521e+05,3.1151e+05
-5.3685e-25,2.3118e-24,3.3285e+05,3.5142e+05
-1.3194e-24,1.6295e-24,3.2377e+05,2.9717e+05
-3.1912e-24,-1.1486e-26,2.7762e+05,3.2351e+05
-2.063e-24,2.7406e-25,3.1425e+05,3.3186e+05
3.912e-25,-2.9828e-26,3.5974e+05,3.2297e+05
2.3153e-25,2.4101e-24,3.4573e+05,3.5345e+05
4.837e-25,7.609e-26,3.6761e+05,3.2725e+05
-3.1692e-24,1.6192e-25,2.9449e+05,3.2014e+05
-3.1972e-24,-2.6963e-26,2.8225e+05,3.2337e+05
-3.2069e-24,5.7498e-26,2.7175e+05,3.2641e+05
2.9938e-25,1.2843e-25,3.4104e+05,3.2058e+05
-3.2097e-24,4.972e-26,2.827e+05,3.2232e+05
-1.3942e-24,1.077e-24,3.2274e+05,3.0692e+05
-3.0146e-24,-1.1294e-26,2.643e+05,3.2314e+05
-3.2721e-24,2.4701e-25,2.9137e+05,3.1873e+05
-3.2226e-24,2.4431e-25,2.7958e+05,3.1534e+05
3.5114e-24,1.802e-24,4.0728e+05,3.4598e+05
4.9365e-25,2.3728e-25,3.6775e+05,3.1768e+05
-3.2421e-24,3.387e-26,2.8565e+05,3.2579e+05
-3.2221e-24,1.847e-25,2.8169e+05,3.201e+05
1.0263e-24,2.5124e-25,3.7373e+05,3.1805e+05
3.5557e-24,2.4272e-25,4.0855e+05,3.1841e+05
-3.2771e-24,5.8399e-26,2.8682e+05,3.2658e+05
2.5087e-24,2.1075e-25,3.8935e+05,3.1952e+05
-3.1142e-24,1.8817e-26,2.9735e+05,3.2235e+05
-3.2627e-24,2.017e-26,2.8554e+05,3.2544e+05
-3.3063e-24,1.5674e-24,2.8912e+05,3.4412e+05
2.0721e-25,1.1653e-24,3.6054e+05,3.0591e+05
-3.169e-24,1.0854e-26,2.9487e+05,3.2042e+05
-3.2535e-24,2.25e-25,2.8662e+05,3.193e+05
1.0757e-24,1.9181e-25,3.7411e+05,3.167e+05
2.3236e-25,1.6881e-24,3.457e+05,3.4482e+05
-3.1278e-24,6.3846e-26,2.9699e+05,3.2682e+05
-3.2078e-24,1.7238e-24,2.93e+05,3.4504e+05
-1.0762e-24,6.1714e-27,3.2734e+05,3.207e+05
-3.2787e-24,-1.0206e-26,2.9005e+05,3.246e+05
-2.3475e-24,2.3076e-25,3.1083e+05,3.1913e+05
-3.1934e-24,7.2625e-25,2.7603e+05,3.096e+05
-3.0265e-24,2.4925e-25,2.6509e+05,3.1833e+05
-1.7568e-24,2.3595e-25,3.179e+05,3.1872e+05
-3.0015e-24,2.7545e-25,2.6453e+05,3.3193e+05
2.3211e-24,-1.8751e-26,3.7844e+05,3.2241e+05
-3.0444e-24,6.9416e-26,2.9952e+05,3.2767e+05
-3.217e-24,1.5089e-24,2.8217e+05,3.4331e+05
-2.9972e-24,-2.5706e-26,2.6427e+05,3.2243e+05
-2.9824e-24,7.6435e-27,3.0098e+05,3.2119e+05
-3.2508e-24,1.1251e-24,2.9171e+05,3.4049e+05
-8.2143e-25,2.1298e-26,3.3029e+05,3.2165e+05
-3.1991e-24,5.7234e-25,2.7889e+05,3.3607e+05
2.5024e-25,1.0209e-26,3.439e+05,3.2106e+05
-3.1901e-24,-3.7986e-26,2.7087e+05,3.2344e+05
1.6874e-24,2.7003e-25,3.7928e+05,3.3187e+05
2.3654e-25,2.5596e-26,3.6183e+05,3.2021e+05
1.3894e-25,-3.0942e-27,3.4428e+05,3.2029e+05
-3.5135e-25,1.0956e-24,3.347e+05,3.405e+05
-2.999e-24,1.251e-26,2.6508e+05,3.214e+05
5.3135e-27,6.8063e-26,3.3786e+05,3.2753e+05
-1.6148e-24,1.6171e-24,3.1976e+05,3.4428e+05
-3.0792e-24,1.1879e-24,2.6696e+05,3.4117e+05
-1.0975e-24,2.0148e-26,3.2703e+05,3.2217e+05
-1.611e-24,1.1783e-24,3.1981e+05,3.407e+05
-3.1987e-24,-1.4993e-26,2.7027e+05,3.2466e+05
2.005e-24,4.47e-25,3.8321e+05,3.3486e+05
-3.081e-24,1.0879e-24,2.67e+05,3.4006e+05
-3.1803e-24,1.2085e-24,2.7023e+05,3.4092e+05
-3.1965e-24,-4.3726e-26,2.743e+05,3.2268e+05
-5.4371e-25,2.2528e-24,3.3338e+05,3.5241e+05
-3.0863e-24,8.7953e-25,2.9811e+05,3.3857e+05
-3.2415e-24,3.2692e-25,2.9209e+05,3.1467e+05
-3.171e-24,1.6576e-25,2.6898e+05,3.3036e+05
1.5687e-25,2.4077e-24,3.5595e+05,3.5351e+05
-2.1431e-24,7.6258e-25,3.1335e+05,3.377e+05
9.3161e-25,3.7567e-25,3.6977e+05,3.1398e+05
2.4052e-24,6.3285e-26,3.8809e+05,3.2797e+05
2.5498e-24,-4.8683e-26,3.8978e+05,3.2283e+05
1.7694e-26,2.3882e-25,3.4226e+05,3.1798e+05
1.6796e-24,1.6552e-24,3.7523e+05,2.9611e+05
-1.8712e-24,1.5458e-24,3.1664e+05,3.4374e+05
-3.1982e-24,3.231e-25,2.7158e+05,3.3324e+05
3.7763e-25,1.8413e-26,3.5804e+05,3.2169e+05
-3.2e-24,1.0618e-24,2.7142e+05,3.4023e+05
-3.1538e-24,3.4819e-25,2.9625e+05,3.3372e+05
4.0423e-25,-6.9134e-26,3.6022e+05,3.2293e+05
2.14e-24,2.2377e-24,3.8485e+05,3.521e+05
2.5485e-25,1.1083e-24,3.4675e+05,3.4061e+05
-3.2298e-24,1.509e-24,2.8063e+05,3.4362e+05
-1.1429e-24,-5.9683e-26,3.264e+05,3.2244e+05
-2.9239e-24,1.1837e-24,3.0253e+05,3.054e+05
-1.207e-24,2.3368e-25,3.2547e+05,3.1776e+05
2.1087e-25,5.9705e-25,3.4277e+05,3.1177e+05
2.4918e-24,2.4914e-25,3.8908e+05,3.3219e+05
-2.8972e-25,-5.7872e-26,3.3524e+05,3.2232e+05
